record_id,object_id,normalized_object,impacted_objects,finding_category,risk_level,finding_name,fixed,priority_rank,level_of_effort,assigned_to,notes,exception,exception_notes,exception_proof,start_date,end_date
6,36,HEADQUARTERSQLCL01,FINANCESQLFCI01;FINANCESQL01;SalesDB; LOGISTICSQLFCI01;LOGISTICSQL01;HRDB; WAREHOUSESQL01;WAREHOUSESQL01;EmployeeDB; LOGISTICSQLFCI01;LOGISTICSQL03;LegalDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;ErrorLogDB; SUPPORTSQL01;SUPPORTSQL01;LogisticsDB,Security Compliance,Medium,Check high availability replication status,N,36,Low,ORG\jasmine.clark,NULL,Other,Other related note for object 36,mailto:example36@example.com,3/8/2025 0:00,NULL
6,36,HEADQUARTERSQLCL01,FINANCESQLFCI01;FINANCESQL01;SalesDB; LOGISTICSQLFCI01;LOGISTICSQL01;HRDB; WAREHOUSESQL01;WAREHOUSESQL01;EmployeeDB; LOGISTICSQLFCI01;LOGISTICSQL03;LegalDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;ErrorLogDB; SUPPORTSQL01;SUPPORTSQL01;LogisticsDB,User Permissions,Medium,Check high availability replication status,N,36,Low,ORG\jasmine.clark,NULL,Other,Other related note for object 36,mailto:example36@example.com,3/8/2025 0:00,NULL
6,37,HEADQUARTERSQLFCI01,FINANCESQLFCI01;FINANCESQL01;SalesDB; LOGISTICSQLFCI01;LOGISTICSQL01;HRDB; WAREHOUSESQL01;WAREHOUSESQL01;EmployeeDB; LOGISTICSQLFCI01;LOGISTICSQL03;LegalDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;ErrorLogDB; SUPPORTSQL01;SUPPORTSQL01;LogisticsDB,Security Compliance,Medium,Check high availability replication status,N,37,High,ORG\jasmine.clark,Sample note for object 37,NULL,NULL,NULL,2/28/2025 0:00,NULL
6,37,HEADQUARTERSQLFCI01,FINANCESQLFCI01;FINANCESQL01;SalesDB; LOGISTICSQLFCI01;LOGISTICSQL01;HRDB; WAREHOUSESQL01;WAREHOUSESQL01;EmployeeDB; LOGISTICSQLFCI01;LOGISTICSQL03;LegalDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;ErrorLogDB; SUPPORTSQL01;SUPPORTSQL01;LogisticsDB,User Permissions,Medium,Check high availability replication status,N,37,High,ORG\jasmine.clark,Sample note for object 37,NULL,NULL,NULL,2/28/2025 0:00,NULL
6,38,HEADQUARTERAG01,FINANCESQLFCI01;FINANCESQL01;SalesDB; LOGISTICSQLFCI01;LOGISTICSQL01;HRDB; WAREHOUSESQL01;WAREHOUSESQL01;EmployeeDB; LOGISTICSQLFCI01;LOGISTICSQL03;LegalDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;ErrorLogDB; SUPPORTSQL01;SUPPORTSQL01;LogisticsDB,Security Compliance,Medium,Check high availability replication status,N,38,High,ORG\maria.lannister,Sample note for object 38,Org Policy,Org Policy related note for object 38,mailto:example38@example.com,2/15/2025 0:00,NULL
6,38,HEADQUARTERAG01,FINANCESQLFCI01;FINANCESQL01;SalesDB; LOGISTICSQLFCI01;LOGISTICSQL01;HRDB; WAREHOUSESQL01;WAREHOUSESQL01;EmployeeDB; LOGISTICSQLFCI01;LOGISTICSQL03;LegalDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;ErrorLogDB; SUPPORTSQL01;SUPPORTSQL01;LogisticsDB,User Permissions,Medium,Check high availability replication status,N,38,High,ORG\maria.lannister,Sample note for object 38,Org Policy,Org Policy related note for object 38,mailto:example38@example.com,2/15/2025 0:00,NULL
6,576,SUPPORTSQL01,FINANCESQLFCI01;FINANCESQL01;SalesDB; LOGISTICSQLFCI01;LOGISTICSQL01;HRDB; WAREHOUSESQL01;WAREHOUSESQL01;EmployeeDB; LOGISTICSQLFCI01;LOGISTICSQL03;LegalDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;ErrorLogDB; SUPPORTSQL01;SUPPORTSQL01;LogisticsDB,Security Compliance,Medium,Check high availability replication status,N,576,Medium,ORG\jasmine.clark,NULL,STIG,STIG related note for object 576,mailto:example576@example.com,3/1/2025 0:00,NULL
6,576,SUPPORTSQL01,FINANCESQLFCI01;FINANCESQL01;SalesDB; LOGISTICSQLFCI01;LOGISTICSQL01;HRDB; WAREHOUSESQL01;WAREHOUSESQL01;EmployeeDB; LOGISTICSQLFCI01;LOGISTICSQL03;LegalDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;ErrorLogDB; SUPPORTSQL01;SUPPORTSQL01;LogisticsDB,User Permissions,Medium,Check high availability replication status,N,576,Medium,ORG\jasmine.clark,NULL,STIG,STIG related note for object 576,mailto:example576@example.com,3/1/2025 0:00,NULL
6,576,SUPPORTSQL01,FINANCESQLFCI01;FINANCESQL01;SalesDB; LOGISTICSQLFCI01;LOGISTICSQL01;HRDB; WAREHOUSESQL01;WAREHOUSESQL01;EmployeeDB; LOGISTICSQLFCI01;LOGISTICSQL03;LegalDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;ErrorLogDB; SUPPORTSQL01;SUPPORTSQL01;LogisticsDB,Security Compliance,Medium,Check high availability replication status,N,576,Medium,ORG\jasmine.clark,NULL,STIG,STIG related note for object 576,mailto:example576@example.com,3/1/2025 0:00,NULL
6,576,SUPPORTSQL01,FINANCESQLFCI01;FINANCESQL01;SalesDB; LOGISTICSQLFCI01;LOGISTICSQL01;HRDB; WAREHOUSESQL01;WAREHOUSESQL01;EmployeeDB; LOGISTICSQLFCI01;LOGISTICSQL03;LegalDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;ErrorLogDB; SUPPORTSQL01;SUPPORTSQL01;LogisticsDB,User Permissions,Medium,Check high availability replication status,N,576,Medium,ORG\jasmine.clark,NULL,STIG,STIG related note for object 576,mailto:example576@example.com,3/1/2025 0:00,NULL
7,9,HEADQUARTERSQLCL01,HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;SupportDB; CHICAGOSQLFCI01;CHICAGOSQL03;SalesDB,Security Compliance,High,Validate failover cluster health and response times,N,9,Medium,ORG\jasmine.clark,Sample note for object 9,GPO,NULL,NULL,4/4/2025 0:00,NULL
7,9,HEADQUARTERSQLCL01,HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;SupportDB; CHICAGOSQLFCI01;CHICAGOSQL03;SalesDB,User Permissions,High,Validate failover cluster health and response times,N,9,Medium,ORG\jasmine.clark,Sample note for object 9,GPO,NULL,NULL,4/4/2025 0:00,NULL
7,10,HEADQUARTERSQLFCI01,HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;SupportDB; CHICAGOSQLFCI01;CHICAGOSQL03;SalesDB,Security Compliance,High,Validate failover cluster health and response times,N,10,Low,ORG\jasmine.clark,Sample note for object 10,NULL,NULL,NULL,3/24/2025 0:00,NULL
7,10,HEADQUARTERSQLFCI01,HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;SupportDB; CHICAGOSQLFCI01;CHICAGOSQL03;SalesDB,User Permissions,High,Validate failover cluster health and response times,N,10,Low,ORG\jasmine.clark,Sample note for object 10,NULL,NULL,NULL,3/24/2025 0:00,NULL
7,11,HEADQUARTERAG01,HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;SupportDB; CHICAGOSQLFCI01;CHICAGOSQL03;SalesDB,Security Compliance,High,Validate failover cluster health and response times,Y,11,High,ORG\jasmine.clark,NULL,Other,Other related note for object 11,mailto:example11@example.com,2/6/2025 0:00,4/12/2025 0:00
7,11,HEADQUARTERAG01,HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;SupportDB; CHICAGOSQLFCI01;CHICAGOSQL03;SalesDB,User Permissions,High,Validate failover cluster health and response times,Y,11,High,ORG\jasmine.clark,NULL,Other,Other related note for object 11,mailto:example11@example.com,2/6/2025 0:00,4/12/2025 0:00
7,25,CHICAGOSQLFCI01,HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;SupportDB; CHICAGOSQLFCI01;CHICAGOSQL03;SalesDB,Security Compliance,High,Validate failover cluster health and response times,N,25,Medium,ORG\charlie.stone,Sample note for object 25,STIG,STIG related note for object 25,mailto:example25@example.com,2/4/2025 0:00,NULL
7,25,CHICAGOSQLFCI01,HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;SupportDB; CHICAGOSQLFCI01;CHICAGOSQL03;SalesDB,User Permissions,High,Validate failover cluster health and response times,N,25,Medium,ORG\charlie.stone,Sample note for object 25,STIG,STIG related note for object 25,mailto:example25@example.com,2/4/2025 0:00,NULL
7,39,CHICAGOSQL03,HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;SupportDB; CHICAGOSQLFCI01;CHICAGOSQL03;SalesDB,Security Compliance,High,Validate failover cluster health and response times,N,39,Low,ORG\jasmine.clark,NULL,STIG,STIG related note for object 39,mailto:example39@example.com,2/8/2025 0:00,NULL
7,39,CHICAGOSQL03,HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;SupportDB; CHICAGOSQLFCI01;CHICAGOSQL03;SalesDB,User Permissions,High,Validate failover cluster health and response times,N,39,Low,ORG\jasmine.clark,NULL,STIG,STIG related note for object 39,mailto:example39@example.com,2/8/2025 0:00,NULL
8,209,MARKETINGSQL01,MARKETINGSQL01;MARKETINGSQL01;CloudDataDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;LoggingDB,Database Indexes,Medium,Validate failover cluster health and response times,N,209,Medium,ORG\jasmine.clark,NULL,GPO,NULL,NULL,2/6/2025 0:00,NULL
8,209,MARKETINGSQL01,MARKETINGSQL01;MARKETINGSQL01;CloudDataDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;LoggingDB,Designing for Performance,Medium,Validate failover cluster health and response times,N,209,Medium,ORG\jasmine.clark,NULL,GPO,NULL,NULL,2/6/2025 0:00,NULL
8,209,MARKETINGSQL01,MARKETINGSQL01;MARKETINGSQL01;CloudDataDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;LoggingDB,Database Indexes,Medium,Validate failover cluster health and response times,N,209,Medium,ORG\jasmine.clark,NULL,GPO,NULL,NULL,2/6/2025 0:00,NULL
8,209,MARKETINGSQL01,MARKETINGSQL01;MARKETINGSQL01;CloudDataDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;LoggingDB,Designing for Performance,Medium,Validate failover cluster health and response times,N,209,Medium,ORG\jasmine.clark,NULL,GPO,NULL,NULL,2/6/2025 0:00,NULL
8,6,RESEARCHSQLCL01,MARKETINGSQL01;MARKETINGSQL01;CloudDataDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;LoggingDB,Database Indexes,Medium,Validate failover cluster health and response times,N,6,Low,ORG\jasmine.clark,NULL,Other,Other related note for object 6,mailto:example6@example.com,2/7/2025 0:00,NULL
8,6,RESEARCHSQLCL01,MARKETINGSQL01;MARKETINGSQL01;CloudDataDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;LoggingDB,Designing for Performance,Medium,Validate failover cluster health and response times,N,6,Low,ORG\jasmine.clark,NULL,Other,Other related note for object 6,mailto:example6@example.com,2/7/2025 0:00,NULL
8,7,RESEARCHSQLFCI01,MARKETINGSQL01;MARKETINGSQL01;CloudDataDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;LoggingDB,Database Indexes,Medium,Validate failover cluster health and response times,Y,7,Low,ORG\jasmine.clark,NULL,Other,Other related note for object 7,mailto:example7@example.com,2/26/2025 0:00,3/18/2025 0:00
8,7,RESEARCHSQLFCI01,MARKETINGSQL01;MARKETINGSQL01;CloudDataDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;LoggingDB,Designing for Performance,Medium,Validate failover cluster health and response times,Y,7,Low,ORG\jasmine.clark,NULL,Other,Other related note for object 7,mailto:example7@example.com,2/26/2025 0:00,3/18/2025 0:00
8,8,RESEARCHAG01,MARKETINGSQL01;MARKETINGSQL01;CloudDataDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;LoggingDB,Database Indexes,Medium,Validate failover cluster health and response times,N,8,Low,ORG\charlie.stone,NULL,Org Policy,Org Policy related note for object 8,mailto:example8@example.com,3/6/2025 0:00,NULL
8,8,RESEARCHAG01,MARKETINGSQL01;MARKETINGSQL01;CloudDataDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;LoggingDB,Designing for Performance,Medium,Validate failover cluster health and response times,N,8,Low,ORG\charlie.stone,NULL,Org Policy,Org Policy related note for object 8,mailto:example8@example.com,3/6/2025 0:00,NULL
9,6,RESEARCHSQLCL01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Capacity Management,High,Validate failover cluster health and response times,N,6,Low,ORG\jasmine.clark,NULL,Other,Other related note for object 6,mailto:example6@example.com,2/7/2025 0:00,NULL
9,6,RESEARCHSQLCL01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Database Files,High,Validate failover cluster health and response times,N,6,Low,ORG\jasmine.clark,NULL,Other,Other related note for object 6,mailto:example6@example.com,2/7/2025 0:00,NULL
9,7,RESEARCHSQLFCI01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Capacity Management,High,Validate failover cluster health and response times,Y,7,Low,ORG\jasmine.clark,NULL,Other,Other related note for object 7,mailto:example7@example.com,2/26/2025 0:00,3/18/2025 0:00
9,7,RESEARCHSQLFCI01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Database Files,High,Validate failover cluster health and response times,Y,7,Low,ORG\jasmine.clark,NULL,Other,Other related note for object 7,mailto:example7@example.com,2/26/2025 0:00,3/18/2025 0:00
9,8,RESEARCHAG01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Capacity Management,High,Validate failover cluster health and response times,N,8,Low,ORG\charlie.stone,NULL,Org Policy,Org Policy related note for object 8,mailto:example8@example.com,3/6/2025 0:00,NULL
9,8,RESEARCHAG01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Database Files,High,Validate failover cluster health and response times,N,8,Low,ORG\charlie.stone,NULL,Org Policy,Org Policy related note for object 8,mailto:example8@example.com,3/6/2025 0:00,NULL
9,5,LOGISTICSQLFCI01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Capacity Management,High,Validate failover cluster health and response times,Y,5,High,ORG\jasmine.clark,NULL,STIG,STIG related note for object 5,mailto:example5@example.com,3/7/2025 0:00,3/9/2025 0:00
9,5,LOGISTICSQLFCI01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Database Files,High,Validate failover cluster health and response times,Y,5,High,ORG\jasmine.clark,NULL,STIG,STIG related note for object 5,mailto:example5@example.com,3/7/2025 0:00,3/9/2025 0:00
9,202,LOGISTICSQL01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Capacity Management,High,Validate failover cluster health and response times,Y,202,Medium,ORG\maria.lannister,Sample note for object 202,STIG,STIG related note for object 202,mailto:example202@example.com,3/6/2025 0:00,3/11/2025 0:00
9,202,LOGISTICSQL01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Database Files,High,Validate failover cluster health and response times,Y,202,Medium,ORG\maria.lannister,Sample note for object 202,STIG,STIG related note for object 202,mailto:example202@example.com,3/6/2025 0:00,3/11/2025 0:00
9,236,PARTNERSQL01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Capacity Management,High,Validate failover cluster health and response times,N,236,Low,ORG\jasmine.clark,NULL,STIG,STIG related note for object 236,mailto:example236@example.com,3/31/2025 0:00,NULL
9,236,PARTNERSQL01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Database Files,High,Validate failover cluster health and response times,N,236,Low,ORG\jasmine.clark,NULL,STIG,STIG related note for object 236,mailto:example236@example.com,3/31/2025 0:00,NULL
9,236,PARTNERSQL01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Capacity Management,High,Validate failover cluster health and response times,N,236,Low,ORG\jasmine.clark,NULL,STIG,STIG related note for object 236,mailto:example236@example.com,3/31/2025 0:00,NULL
9,236,PARTNERSQL01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Database Files,High,Validate failover cluster health and response times,N,236,Low,ORG\jasmine.clark,NULL,STIG,STIG related note for object 236,mailto:example236@example.com,3/31/2025 0:00,NULL
9,223,LEGALSQL01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Capacity Management,High,Validate failover cluster health and response times,N,223,Low,ORG\charlie.stone,Sample note for object 223,Org Policy,Org Policy related note for object 223,mailto:example223@example.com,2/20/2025 0:00,NULL
9,223,LEGALSQL01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Database Files,High,Validate failover cluster health and response times,N,223,Low,ORG\charlie.stone,Sample note for object 223,Org Policy,Org Policy related note for object 223,mailto:example223@example.com,2/20/2025 0:00,NULL
9,223,LEGALSQL01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Capacity Management,High,Validate failover cluster health and response times,N,223,Low,ORG\charlie.stone,Sample note for object 223,Org Policy,Org Policy related note for object 223,mailto:example223@example.com,2/20/2025 0:00,NULL
9,223,LEGALSQL01,RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;InventoryDB; LOGISTICSQLFCI01;LOGISTICSQL01;TransactionDB; PARTNERSQL01;PARTNERSQL01;BackupDB; LEGALSQL01;LEGALSQL01;EmployeeDB,Database Files,High,Validate failover cluster health and response times,N,223,Low,ORG\charlie.stone,Sample note for object 223,Org Policy,Org Policy related note for object 223,mailto:example223@example.com,2/20/2025 0:00,NULL
10,40,CHICAGOSQLFCI01,CHICAGOSQLFCI01;CHICAGOSQL02;OpsDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;PartnerDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;FinanceDB; SECURITYSQL01;SECURITYSQL01;ProductionDB; LOGISTICSQLFCI01;LOGISTICSQL01;HQDB; MARKETINGSQL01;MARKETINGSQL01;BIAnalyticsDB,Database Indexes,Medium,Consider changing or removing large index keys,N,40,Medium,ORG\maria.lannister,NULL,STIG,STIG related note for object 40,mailto:example40@example.com,3/23/2025 0:00,NULL
10,40,CHICAGOSQLFCI01,CHICAGOSQLFCI01;CHICAGOSQL02;OpsDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;PartnerDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;FinanceDB; SECURITYSQL01;SECURITYSQL01;ProductionDB; LOGISTICSQLFCI01;LOGISTICSQL01;HQDB; MARKETINGSQL01;MARKETINGSQL01;BIAnalyticsDB,Designing for Performance,Medium,Consider changing or removing large index keys,N,40,Medium,ORG\maria.lannister,NULL,STIG,STIG related note for object 40,mailto:example40@example.com,3/23/2025 0:00,NULL
10,41,CHICAGOSQL02,CHICAGOSQLFCI01;CHICAGOSQL02;OpsDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;PartnerDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;FinanceDB; SECURITYSQL01;SECURITYSQL01;ProductionDB; LOGISTICSQLFCI01;LOGISTICSQL01;HQDB; MARKETINGSQL01;MARKETINGSQL01;BIAnalyticsDB,Database Indexes,Medium,Consider changing or removing large index keys,Y,41,Low,ORG\maria.lannister,Sample note for object 41,Other,Other related note for object 41,mailto:example41@example.com,4/4/2025 0:00,6/26/2025 0:00
10,41,CHICAGOSQL02,CHICAGOSQLFCI01;CHICAGOSQL02;OpsDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;PartnerDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;FinanceDB; SECURITYSQL01;SECURITYSQL01;ProductionDB; LOGISTICSQLFCI01;LOGISTICSQL01;HQDB; MARKETINGSQL01;MARKETINGSQL01;BIAnalyticsDB,Designing for Performance,Medium,Consider changing or removing large index keys,Y,41,Low,ORG\maria.lannister,Sample note for object 41,Other,Other related note for object 41,mailto:example41@example.com,4/4/2025 0:00,6/26/2025 0:00
10,42,RESEARCHSQLCL01,CHICAGOSQLFCI01;CHICAGOSQL02;OpsDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;PartnerDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;FinanceDB; SECURITYSQL01;SECURITYSQL01;ProductionDB; LOGISTICSQLFCI01;LOGISTICSQL01;HQDB; MARKETINGSQL01;MARKETINGSQL01;BIAnalyticsDB,Database Indexes,Medium,Consider changing or removing large index keys,N,42,High,ORG\charlie.stone,NULL,Org Policy,Org Policy related note for object 42,mailto:example42@example.com,3/26/2025 0:00,NULL
10,42,RESEARCHSQLCL01,CHICAGOSQLFCI01;CHICAGOSQL02;OpsDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;PartnerDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;FinanceDB; SECURITYSQL01;SECURITYSQL01;ProductionDB; LOGISTICSQLFCI01;LOGISTICSQL01;HQDB; MARKETINGSQL01;MARKETINGSQL01;BIAnalyticsDB,Designing for Performance,Medium,Consider changing or removing large index keys,N,42,High,ORG\charlie.stone,NULL,Org Policy,Org Policy related note for object 42,mailto:example42@example.com,3/26/2025 0:00,NULL
10,43,RESEARCHSQLFCI01,CHICAGOSQLFCI01;CHICAGOSQL02;OpsDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;PartnerDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;FinanceDB; SECURITYSQL01;SECURITYSQL01;ProductionDB; LOGISTICSQLFCI01;LOGISTICSQL01;HQDB; MARKETINGSQL01;MARKETINGSQL01;BIAnalyticsDB,Database Indexes,Medium,Consider changing or removing large index keys,N,43,High,ORG\jasmine.clark,NULL,Other,Other related note for object 43,mailto:example43@example.com,3/24/2025 0:00,NULL
10,43,RESEARCHSQLFCI01,CHICAGOSQLFCI01;CHICAGOSQL02;OpsDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;PartnerDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;FinanceDB; SECURITYSQL01;SECURITYSQL01;ProductionDB; LOGISTICSQLFCI01;LOGISTICSQL01;HQDB; MARKETINGSQL01;MARKETINGSQL01;BIAnalyticsDB,Designing for Performance,Medium,Consider changing or removing large index keys,N,43,High,ORG\jasmine.clark,NULL,Other,Other related note for object 43,mailto:example43@example.com,3/24/2025 0:00,NULL
10,44,RESEARCHAG01,CHICAGOSQLFCI01;CHICAGOSQL02;OpsDB; RESEARCHSQLCL01;RESEARCHSQLFCI01;RESEARCHAG01;PartnerDB; HEADQUARTERSQLCL01;HEADQUARTERSQLFCI01;HEADQUARTERAG01;FinanceDB; SECURITYSQL01;SECURITYSQL01;ProductionDB; LOGISTICSQLFCI01;LOGISTICSQL01;HQDB; MARKETINGSQL01;MARKETINGSQL01;BIAnalyticsDB,Database Indexes,Medium,Consider changing or removing large index keys,N,44,Medium,ORG\charlie.stone,NULL,STIG,STIG related note for object 44,mailto:example44@example.com,3/16/2025 0:00,NULL
